Location,RL,Date,Species ,Pass,PassTime,Count,TL,FL,W,Tag,Recap,Biop,Mortality,StreamW,Depletion
CCT,261,1-Jul-25,WCT,3,1352,1,,80,4.5,437919,,,,1.8,1
CLT,251,25-Sep-25,WCT,1,,1,,74,4.6,,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,74,4.6,,,,,5.9,2
Pintler,205,2-Oct-25,WCT,2,,1,,77,4.6,,,,,5.9,2
Pintler,205,2-Oct-25,WCT,3,,1,,77,4.6,,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,2,,1,,77,4.6,,,,,1.5,2
Plimpton,236,3-Oct-25,WCT,1,,1,,78,4.6,,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,80,4.6,,,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,78,75,4.6,,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,73,4.6,,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,74,4.6,,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,78,4.6,,,,,7.2,1
Pintler,205,2-Oct-25,WCT,1,,1,,76,4.7,,,,,5.9,2
CLT,251,25-Sep-25,WCT,1,,1,,78,4.7,,,,,4.15,2
Buffalo,294,10-Oct-25,WCT,3,,1,,78,4.7,,,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,78,4.7,,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,79,4.7,,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,79,4.7,,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,1,,1,,80,4.7,,,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,75,73,4.7,,,,,1.8,1
CLT,251,25-Sep-25,WCT,1,,1,,79,4.8,,,,,4.15,2
Dry,210,4-Oct-25,WCT,1,,1,,79,4.8,,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,79,4.8,,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,82,4.8,688200,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,84,4.8,688518,,,,1.5,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,74,4.8,,,,,5.9,1
Plimpton,236,8-Jul-25,WCT,1,,1,,74,4.8,,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,79,4.9,,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,79,4.9,,,,,1.5,2
Jerry,250,9-Oct-25,WCT,1,,1,,81,4.9,688359,,,,2.25,2
CCT,261,1-Jul-25,WCT,3,1352,1,,78,4.9,,,,,1.8,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,75,4.9,,,,,1.5,1
CLT,251,25-Sep-25,WCT,1,,1,,74,5,,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,79,5,,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,81,5,,,,,1.5,2
Dry,210,4-Oct-25,WCT,1,,1,,82,5,688381,,,,3.3,2
CCT,261,1-Jul-25,WCT,1,1457,1,78,74,5,,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,73,5,,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,76,5,,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,1,,1,,78,5,,,,,1.5,1
Pintler,205,2-Oct-25,WCT,1,,1,,79,5.1,,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,80,5.1,687936,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,81,5.1,688266,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,1,,1,,82,5.1,,,,,1.5,2
CLT,251,30-Jun-25,WCT,1,3260,1,81,77,5.1,438448,,,,4.15,1
CCT,261,1-Jul-25,WCT,3,1352,1,,80,5.1,434309,,,mort,1.8,1
Buffalo,294,10-Oct-25,WCT,1,,1,,79,5.2,,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,82,5.2,442754,,,,7.2,2
Pintler,205,2-Oct-25,WCT,2,,1,,82,5.2,688272,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,83,5.2,687976,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,83,5.2,688265,,,,5.9,2
CCT,261,1-Jul-25,WCT,1,1457,1,81,77,5.2,444400,,,,1.8,1
CCT,261,1-Jul-25,WCT,1,1457,1,83,78,5.2,436236,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,75,5.2,,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,77,5.2,,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,79,5.2,,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,77,5.2,,,,,1.5,1
CLT,251,25-Sep-25,WCT,2,,1,,79,5.3,,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,82,5.3,688289,,,,5.9,2
CCT,261,9-Sep-25,WCT,2,,1,,83,5.3,437031,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,85,5.3,687717,,,,1.8,2
CLT,251,30-Jun-25,WCT,1,3260,1,79,75,5.3,,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,83,79,5.3,443313,,,,1.8,1
Plimpton,236,8-Jul-25,WCT,2,2196,1,,78,5.3,,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,76,5.3,,,,,1.5,1
Pintler,205,2-Oct-25,WCT,1,,1,,78,5.4,,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,80,5.4,688012,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,81,5.4,687847,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,83,5.4,687743,,,,4.15,2
Dry,210,4-Oct-25,WCT,1,,1,,83,5.4,688376,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,83,5.4,,,,,1.5,2
Pintler,205,2-Oct-25,WCT,1,,1,,85,5.4,688292,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,89,5.4,688153,,,,7.2,2
CLT,251,30-Jun-25,WCT,2,1971,1,83,79,5.4,437429,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,79,76,5.4,443369,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,79,5.4,,,,,1.8,1
Plimpton,236,8-Jul-25,WCT,1,,1,,81,5.4,435335,,,,3.3,1
Pintler,205,2-Oct-25,WCT,1,,1,,78,5.5,,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,79,5.5,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,79,5.5,,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,79,5.5,,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,82,5.5,687995,,,,7.2,2
Pintler,205,2-Oct-25,WCT,2,,1,,83,5.5,688312,,,,5.9,2
Dry,210,4-Oct-25,WCT,1,,1,,83,5.5,688373,,,,3.3,2
Buffalo,294,15-Jul-25,WCT,2,2951,1,,80,5.5,444270,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,82,5.6,688118,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,82,5.6,688324,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,83,5.6,688277,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,84,5.6,688263,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,1,,1,,84,5.6,688333,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,82,5.7,688189,,,,7.2,2
Pintler,205,2-Oct-25,WCT,3,,1,,84,5.7,688274,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,85,5.7,687938,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,86,5.7,688285,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,88,5.7,688215,,,,7.2,2
CLT,251,30-Jun-25,WCT,3,2267,1,85,80,5.7,444224,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,83,79,5.7,441738,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,79,5.7,,,,,1.8,1
Pintler,205,2-Oct-25,WCT,1,,1,,78,5.8,,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,82,5.8,688306,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,84,5.8,688302,,,,5.9,2
Jerry,250,9-Oct-25,WCT,1,,1,,84,5.8,688331,,,,2.25,2
Buffalo,294,10-Oct-25,WCT,2,,1,,84,5.8,688411,,,,1.5,2
Dry,210,4-Oct-25,WCT,1,,1,,85,5.8,688348,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,88,5.8,688204,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,90,5.8,688205,,,,7.2,2
CLT,251,30-Jun-25,WCT,2,1971,1,86,83,5.8,433040,,,,4.15,1
CCT,261,1-Jul-25,WCT,2,1594,1,,76,5.8,,,,,1.8,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,79,5.8,,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,83,5.9,687944,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,84,5.9,688252,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,2,,1,,85,5.9,688343,,,,1.5,2
CLT,251,30-Jun-25,WCT,3,2267,1,84,80,5.9,442336,,,,4.15,1
CCT,261,1-Jul-25,WCT,3,1352,1,,82,5.9,435975,,,,1.8,1
Cow,295,2-Jul-25,WCT,1,,1,,81,5.9,441525,,,,7.2,1
Cow,295,2-Jul-25,WCT,1,,1,,83,5.9,438239,,,,7.2,1
Cow,295,2-Jul-25,WCT,1,,1,,87,5.9,441514,,,,7.2,1
Cow,295,2-Jul-25,WCT,2,,1,,80,5.9,,,,mort,7.2,1
Cow,295,2-Jul-25,WCT,2,,1,,84,5.9,435775,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,84,5.9,434254,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,84,5.9,436829,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,79,6,,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,84,6,687794,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,85,6,687863,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,86,6,687691,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,86,6,,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,86,6,688244,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,87,6,687946,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,88,6,687949,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,92,6,434337,,,,7.2,2
CLT,251,30-Jun-25,WCT,3,2267,1,85,82,6,441010,,,,4.15,1
CCT,261,1-Jul-25,WCT,2,1594,1,,79,6,,,,,1.8,1
Buffalo,294,15-Jul-25,WCT,1,,1,,81,6,441178,,,,1.5,1
Pintler,205,2-Oct-25,WCT,1,,1,,82,6.1,688304,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,83,6.1,688077,,,,7.2,2
Pintler,205,2-Oct-25,WCT,2,,1,,84,6.1,688307,,,,5.9,2
Plimpton,236,3-Oct-25,WCT,1,,1,,84,6.1,688231,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,85,6.1,687980,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,86,6.1,687983,,,,7.2,2
Pintler,205,2-Oct-25,WCT,2,,1,,86,6.1,688230,,,,5.9,2
CLT,251,25-Sep-25,WCT,3,,1,,87,6.1,434568,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,87,6.1,687845,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,87,6.1,438052,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,87,6.1,688055,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,88,6.1,688356,,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,86,82,6.1,442786,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,80,6.1,435855,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,83,6.1,436356,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,84,6.1,437993,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,84,6.1,442531,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,84,6.2,443198,1,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,85,6.2,688423,,,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,86,6.2,687762,,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,87,6.2,437572,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,87,6.2,687954,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,93,6.2,688126,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,88,84,6.2,441776,,,,4.15,1
Cow,295,2-Jul-25,WCT,1,,1,,97,6.2,444336,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,86,6.2,442758,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,85,6.3,687883,,,,4.15,2
Pintler,205,2-Oct-25,WCT,2,,1,,85,6.3,688261,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,87,6.3,443339,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,95,6.3,688097,,,,7.2,2
Buffalo,294,15-Jul-25,WCT,1,,1,,80,6.3,437009,,,,1.5,1
CCT,261,9-Sep-25,WCT,1,,1,,85,6.4,687632,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,86,6.4,688223,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,86,6.4,687929,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,88,6.4,688007,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,90,6.4,688166,,,,7.2,2
CCT,261,9-Sep-25,WCT,2,,1,,97,6.4,434172,,,,1.8,2
Buffalo,294,15-Jul-25,WCT,1,,1,,88,6.4,442275,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,85,6.4,444149,,,,2.25,1
Pintler,205,2-Oct-25,WCT,2,,1,,83,6.5,688287,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,84,6.5,688062,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,86,6.5,444149,1,,,2.25,2
Jerry,250,9-Oct-25,WCT,1,,1,,87,6.5,688388,,,,2.25,2
CLT,251,25-Sep-25,WCT,3,,1,,88,6.5,435766,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,89,6.5,687960,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,90,6.5,688334,,,,1.5,2
CLT,251,30-Jun-25,WCT,1,3260,1,85,81,6.5,443198,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,87,82,6.5,442556,,,,1.8,1
CCT,261,1-Jul-25,WCT,1,1457,1,86,82,6.5,435203,,,,1.8,1
Pintler,205,2-Oct-25,WCT,2,,1,,83,6.6,688291,,,,5.9,2
Plimpton,236,3-Oct-25,WCT,1,,1,,83,6.6,688322,,,,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,86,6.6,687675,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,87,6.6,687687,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,87,6.6,688102,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,88,6.6,687969,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,88,6.6,688419,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,91,6.6,688175,,,,7.2,2
CCT,261,1-Jul-25,WCT,2,1594,1,,80,6.6,436586,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,84,6.6,435354,,,,7.2,1
Pintler,205,2-Oct-25,WCT,1,,1,,88,6.7,688267,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,89,6.7,688086,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,89,6.7,688013,,,,7.2,2
CCT,261,9-Sep-25,WCT,2,,1,,90,6.7,435660,,,,1.8,2
CLT,251,25-Sep-25,WCT,2,,1,,91,6.7,687773,,,,4.15,2
CLT,251,30-Jun-25,WCT,2,1971,1,88,83,6.7,442215,,,,4.15,1
CLT,251,30-Jun-25,WCT,3,2267,1,89,85,6.7,438273,,,,4.15,1
CCT,261,1-Jul-25,WCT,2,1594,1,,83,6.7,433352,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,84,6.7,444350,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,85,6.7,442567,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,86,6.8,688005,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,88,6.8,687902,,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,89,6.8,688264,,,,3.3,2
Plimpton,236,3-Oct-25,WCT,1,,1,,89,6.8,688400,,,,3.3,2
CCT,261,9-Sep-25,WCT,2,,1,,91,6.8,434169,,,,1.8,2
Cow,295,2-Jul-25,WCT,3,,1,,79,6.8,,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,87,6.8,437338,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,85,6.8,442007,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,86,6.8,435583,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,90,6.9,688069,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,90,6.9,688380,,,,1.5,2
Plimpton,236,3-Oct-25,WCT,1,,1,,91,6.9,688241,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,92,6.9,688393,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,93,6.9,688112,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,98,6.9,688186,,,,7.2,2
CCT,261,1-Jul-25,WCT,3,1352,1,,82,6.9,436428,,,,1.8,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,85,6.9,433994,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,86,6.9,435498,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,88,6.9,442296,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,89,7,688392,,,,3.3,2
CLT,251,25-Sep-25,WCT,1,,1,,90,7,687826,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,90,7,688206,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,90,7,687951,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,92,7,687890,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,93,7,688075,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,93,7,688006,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,94,7,435639,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,85,7.1,688270,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,90,7.1,688284,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,1,,1,,90,7.1,434861,1,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,91,7.1,687934,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,92,7.1,438445,,,,7.2,2
CLT,251,30-Jun-25,WCT,3,2267,1,89,84,7.1,443033,,,,4.15,1
Jerry,250,4-Aug-25,WCT,2,,1,,87,7.1,443436,,,,2.25,1
Jerry,250,9-Oct-25,WCT,1,,1,,90,7.2,443436,1,,,2.25,2
CLT,251,25-Sep-25,WCT,2,,1,,92,7.2,687800,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,92,7.2,687827,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,92,7.2,687937,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,93,7.2,688129,,,,7.2,2
CCT,261,1-Jul-25,WCT,3,1352,1,,83,7.2,443529,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,90,7.2,444521,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,89,7.3,388401,,,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,90,7.3,687741,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,90,7.3,688242,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,91,7.3,687940,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,91,7.3,688507,,,,1.5,2
CLT,251,25-Sep-25,WCT,2,,1,,93,7.3,687736,,,,4.15,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,83,7.3,444524,,,,5.9,1
Jerry,250,4-Aug-25,WCT,1,,1,,89,7.3,444907,,,,2.25,1
Jerry,250,4-Aug-25,WCT,3,,1,,91,7.3,443412,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,83,7.4,688132,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,90,7.4,687781,,,,4.15,2
Pintler,205,2-Oct-25,WCT,2,,1,,90,7.4,688234,,,,5.9,2
Plimpton,236,3-Oct-25,WCT,2,,1,,90,7.4,688224,,,,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,91,7.4,687630,,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,92,7.4,688228,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,94,7.4,,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,94,7.4,688301,,,,5.9,2
CLT,251,30-Jun-25,WCT,1,3260,1,88,83,7.4,438301,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,88,84,7.4,437439,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,90,7.4,435643,,,mort,7.2,1
Pintler,205,7-Jul-25,WCT,3,1220,1,,89,7.4,435363,,,,5.9,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,88,7.4,433534,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,89,7.4,436984,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,89,7.5,688124,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,90,7.5,688151,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,93,7.5,687768,,,,4.15,2
Dry,210,4-Oct-25,WCT,1,,1,,95,7.5,688326,,,,3.3,2
CCT,261,1-Jul-25,WCT,1,1457,1,90,84,7.5,433579,,,,1.8,1
Buffalo,294,15-Jul-25,WCT,1,,1,,90,7.5,442925,,,,1.5,1
CLT,251,25-Sep-25,WCT,3,,1,,90,7.6,438306,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,91,7.6,688120,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,93,7.6,687748,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,93,7.6,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,93,7.6,687989,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,91,86,7.6,435170,,,,4.15,1
CLT,251,30-Jun-25,WCT,2,1971,1,93,88,7.6,443768,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,92,87,7.6,434369,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,89,7.6,434952,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,92,7.7,688158,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,93,7.7,687685,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,93,7.7,442666,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,94,7.7,687702,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,94,7.7,688358,,,,1.5,2
CCT,261,9-Sep-25,WCT,1,,1,,95,7.7,687900,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,95,7.7,,,,,1.5,2
CCT,261,1-Jul-25,WCT,2,1594,1,,87,7.7,444414,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,84,7.7,433322,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,89,7.7,444783,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,91,7.7,443380,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,90,7.7,435035,,,,2.25,1
Jerry,250,4-Aug-25,WCT,2,,1,,89,7.7,436094,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,91,7.8,688171,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,91,7.8,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,91,7.8,688207,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,93,7.8,687966,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,94,7.8,687753,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,94,7.8,687878,,,,4.15,2
CCT,261,1-Jul-25,WCT,3,1352,1,,90,7.8,438043,,,,1.8,1
Pintler,205,2-Oct-25,WCT,1,,1,,89,7.9,688276,,,,5.9,2
Jerry,250,9-Oct-25,WCT,1,,1,,92,7.9,434952,1,,,2.25,2
CLT,251,25-Sep-25,WCT,2,,1,,93,7.9,687772,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,94,7.9,444073,1,,,2.25,2
CLT,251,25-Sep-25,WCT,1,,1,,95,7.9,687836,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,95,7.9,688273,,,,5.9,2
Plimpton,236,3-Oct-25,WCT,1,,1,,96,7.9,688418,,,,3.3,2
CCT,261,1-Jul-25,WCT,1,1457,1,90,85,7.9,443003,,,,1.8,1
Pintler,205,7-Jul-25,WCT,1,1456,1,,89,7.9,444434,,,,5.9,1
Buffalo,294,15-Jul-25,WCT,1,,1,,90,7.9,444558,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,85,7.9,434861,,,,1.5,1
Jerry,250,9-Oct-25,WCT,1,,1,,93,8,443380,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,94,8,444160,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,95,8,444217,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,95,8,687738,,,,4.15,2
CCT,261,1-Jul-25,WCT,2,1594,1,,85,8,442243,,,,1.8,1
Dry,210,9-Jul-25,WCT,1,,1,,91,8,435304,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,91,8,444073,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,124,8,687907,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,90,8.1,687865,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,90,8.1,688311,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,93,8.1,,,,mort,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,94,8.1,687809,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,94,8.1,687899,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,96,8.1,688119,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,96,8.1,688073,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,97,8.1,687953,,,,7.2,2
