Location,RL,Date,Species ,Pass,PassTime,Count,TL,FL,W,Tag,Recap,Biop,Mortality,StreamW,Depletion
Buffalo,294,15-Jul-25,WCT,2,2951,1,,103,11.8,442247,,,,1.5,1
CLT,251,25-Sep-25,WCT,1,,1,,106,11.8,687884,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,109,11.8,688031,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,110,11.8,442004,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,111,11.8,688184,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,103,11.9,688410,,,,3.3,2
Cow,295,2-Jul-25,WCT,1,,1,,104,11.9,438313,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,1,,1,,103,11.9,434119,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,101,11.9,437464,,,,1.5,1
CLT,251,25-Sep-25,WCT,2,,1,,104,11.9,687777,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,105,11.9,687904,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,108,11.9,687707,,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,110,11.9,687869,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,101,12,688024,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,105,12,687745,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,108,12,687645,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,108,12,688519,,,,1.5,2
CCT,261,9-Sep-25,WCT,1,,1,,109,12,442031,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,109,12,688022,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,128,12,687896,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,102,12.1,687665,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,108,12.1,433644,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,106,12.1,443933,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,105,12.1,443362,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,106,12.1,687979,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,109,12.1,688125,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,109,12.1,688480,,,,1.5,2
Cow,295,2-Jul-25,WCT,3,,1,,103,12.2,435440,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,106,12.2,44237,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,105,12.2,444617,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,107,12.2,687696,,,,1.8,2
CCT,261,9-Sep-25,WCT,2,,1,,108,12.2,444042,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,108,12.2,688196,,,,7.2,2
Jerry,250,9-Oct-25,WCT,2,,1,,108,12.2,434826,1,,,2.25,2
Jerry,250,9-Oct-25,WCT,1,,1,,108,12.2,688402,,,,2.25,2
Buffalo,294,10-Oct-25,WCT,1,,1,,109,12.2,442541,1,,,1.5,2
Cow,295,2-Jul-25,WCT,1,,1,,104,12.3,435348,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,106,12.3,436416,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,104,12.3,437006,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,106,12.3,687642,,,,1.8,2
Jerry,250,9-Oct-25,WCT,1,,1,,106,12.3,688408,,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,107,12.3,437933,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,110,12.4,443029,,,,2.25,1
CCT,261,9-Sep-25,WCT,2,,1,,108,12.4,441738,1,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,135,12.4,687840,,,,4.15,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,101,12.5,443612,,,,5.9,1
CLT,251,25-Sep-25,WCT,1,,1,,106,12.5,687767,,,,4.15,2
Buffalo,294,10-Oct-25,WCT,1,,1,,108,12.5,688421,,,,1.5,2
CCT,261,9-Sep-25,WCT,1,,1,,109,12.5,435855,1,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,109,12.5,688377,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,110,12.5,688193,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,111,12.5,687811,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,111,12.5,687905,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,111,12.5,438042,1,,,1.8,2
CCT,261,1-Jul-25,WCT,1,1457,1,109,104,12.6,440989,,,,1.8,1
Cow,295,2-Jul-25,WCT,1,,1,,108,12.6,443776,,,,7.2,1
CLT,251,25-Sep-25,WCT,2,,1,,109,12.6,687775,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,110,12.6,443029,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,114,12.6,688096,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,106,12.7,433108,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,109,12.7,438424,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,107,12.7,444534,,,,1.5,1
CLT,251,25-Sep-25,WCT,1,,1,,108,12.7,687821,,,,4.15,2
CLT,251,30-Jun-25,WCT,1,3260,1,107,101,12.8,437329,,,,4.15,1
Cow,250,27-Sep-25,WCT,1,,1,,107,12.8,688113,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,108,12.8,687815,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,108,12.8,,,2,mort,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,110,12.8,687659,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,110,12.8,438602,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,3,,1,,110,12.8,434119,1,,,1.5,2
CCT,261,9-Sep-25,WCT,1,,1,,111,12.8,687892,,,,1.8,2
CLT,251,25-Sep-25,WCT,2,,1,,112,12.8,687756,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,100,12.9,687906,,,,4.15,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,99,12.9,436210,,,,5.9,1
CLT,251,25-Sep-25,WCT,1,,1,,107,12.9,687917,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,109,12.9,688137,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,112,12.9,687731,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,112,12.9,688145,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,108,13,438373,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,106,13,434826,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,108,13,687852,,,,4.15,2
Buffalo,294,10-Oct-25,WCT,2,,1,,110,13,443780,1,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,111,13,688028,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,2,,1,,113,13,688248,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,113,13,688375,,,,1.5,2
Pintler,205,2-Oct-25,WCT,1,,1,,108,13.1,433160,1,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,110,13.1,688061,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,111,13.1,438510,1,,,1.5,2
Jerry,250,4-Aug-25,WCT,1,,1,,109,13.2,442004,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,104,13.2,687664,,,,1.8,2
CLT,251,25-Sep-25,WCT,2,,1,,108,13.2,687812,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,108,13.2,687914,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,108,13.2,688281,,,,3.3,2
Plimpton,236,3-Oct-25,WCT,2,,1,,109,13.2,688226,,,,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,111,13.2,442567,1,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,112,13.2,688508,,,,1.5,2
Plimpton,236,3-Oct-25,WCT,2,,1,,113,13.2,688271,,,,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,111,13.3,443313,1,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,114,13.3,688174,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,116,110,13.4,442744,,,,4.15,1
Cow,295,2-Jul-25,WCT,1,,1,,110,13.4,,,,,7.2,1
Cow,295,2-Jul-25,WCT,1,,1,,112,13.4,,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,110,13.4,687990,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,110,104,13.5,442936,,,,4.15,1
Buffalo,294,15-Jul-25,WCT,1,,1,,105,13.5,436502,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,1,,1,,106,13.5,437202,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,106,13.5,444539,,,,1.5,1
CCT,261,9-Sep-25,WCT,1,,1,,108,13.5,687697,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,109,13.5,688081,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,111,13.5,688197,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,112,13.5,443821,1,,,1.5,2
CLT,251,30-Jun-25,WCT,1,3260,1,112,105,13.6,433123,,,,4.15,1
CLT,251,30-Jun-25,WCT,1,3260,1,115,108,13.6,444523,,,,4.15,1
CLT,251,30-Jun-25,WCT,3,2267,1,113,107,13.6,433471,,,,4.15,1
Pintler,205,7-Jul-25,WCT,2,1282,1,,99,13.6,433160,,,,5.9,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,109,13.6,432639,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,110,13.6,444273,,,,2.25,1
Jerry,250,4-Aug-25,WCT,2,,1,,108,13.6,444556,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,110,13.6,687667,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,112,13.6,687652,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,112,13.6,435948,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,112,13.6,688019,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,110,13.7,435525,,,,7.2,1
Jerry,250,9-Oct-25,WCT,1,,1,,111,13.7,436406,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,115,13.7,688117,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,107,13.8,435265,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,112,13.8,443783,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,108,13.8,435801,,,,2.25,1
Dry,210,4-Oct-25,WCT,1,,1,,111,13.8,688415,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,114,13.8,687992,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,109,13.9,438258,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,110,13.9,440980,,,,7.2,1
Pintler,205,7-Jul-25,WCT,3,1220,1,,101,13.9,438147,,,,5.9,1
Jerry,250,4-Aug-25,WCT,1,,1,,112,13.9,443367,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,107,13.9,687923,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,109,13.9,688269,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,110,13.9,688290,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,113,13.9,688294,,,,5.9,2
Pintler,205,2-Oct-25,WCT,1,,1,,114,13.9,444434,1,,,5.9,2
Jerry,250,4-Aug-25,WCT,1,,1,,112,14,438835,,,,2.25,1
CCT,261,9-Sep-25,WCT,2,,1,,109,14,443699,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,112,14,687637,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,113,14,687922,,,,1.8,2
Dry,210,4-Oct-25,WCT,1,,1,,113,14,688379,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,114,14,436093,1,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,116,14,,,,,1.5,2
CLT,251,30-Jun-25,WCT,1,3260,1,121,115,14.1,435940,,,,4.15,1
CCT,261,9-Sep-25,WCT,2,,1,,110,14.1,441590,,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,111,14.1,687851,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,112,14.1,687698,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,112,14.1,688413,,,,1.5,2
CCT,261,9-Sep-25,WCT,2,,1,,114,14.1,444664,,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,114,14.1,688275,,,,3.3,2
Dry,210,4-Oct-25,WCT,1,,1,,114,14.1,688397,,,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,115,14.1,687749,,,,4.15,2
CLT,251,30-Jun-25,WCT,1,3260,1,111,104,14.2,438701,,,,4.15,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,110,14.2,444871,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,111,14.2,436406,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,115,14.2,687824,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,115,14.2,687627,,,,1.8,2
CCT,261,9-Sep-25,WCT,2,,1,,113,14.3,434946,,,,1.8,2
Dry,210,4-Oct-25,WCT,1,,1,,114,14.3,688363,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,115,14.3,687965,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,112,14.4,,,,,7.2,1
Cow,295,2-Jul-25,WCT,1,,1,,114,14.4,437227,,,mort,7.2,1
Jerry,250,9-Oct-25,WCT,2,,1,,112,14.4,435801,1,,,2.25,2
Cow,295,2-Jul-25,WCT,1,,1,,113,14.5,,,,,7.2,1
Jerry,250,9-Oct-25,WCT,1,,1,,114,14.5,443376,1,,,2.25,2
Dry,210,4-Oct-25,WCT,1,,1,,115,14.5,688368,,,,3.3,2
Jerry,250,4-Aug-25,WCT,1,,1,,112,14.6,433458,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,112,14.6,687820,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,114,14.6,687933,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,116,14.6,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,118,14.6,687959,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,121,114,14.7,442400,,,,4.15,1
Cow,295,2-Jul-25,WCT,3,,1,,111,14.7,435083,,,,7.2,1
CCT,261,9-Sep-25,WCT,1,,1,,112,14.7,687626,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,114,14.7,687650,,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,114,14.7,688406,,,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,115,14.7,687796,,,,4.15,2
Buffalo,294,10-Oct-25,WCT,2,,1,,116,14.7,444237,1,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,111,14.8,688052,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,112,14.8,688191,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,114,14.8,687876,,,,1.8,2
Pintler,205,2-Oct-25,WCT,1,,1,,114,14.8,688297,,,,5.9,2
CCT,261,9-Sep-25,WCT,1,,1,,116,14.8,687644,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,117,14.8,688141,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,118,14.8,442190,1,,,2.25,2
CCT,261,9-Sep-25,WCT,1,,1,,119,14.8,687683,,,,1.8,2
Buffalo,294,15-Jul-25,WCT,2,2951,1,,112,14.9,432950,,,,1.5,1
CLT,251,25-Sep-25,WCT,1,,1,,115,14.9,687901,,,,4.15,2
Jerry,250,4-Aug-25,WCT,1,,1,,112,15,436964,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,112,15,688176,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,115,15,435944,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,116,15,442936,1,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,119,15,687993,,,,7.2,2
CLT,251,30-Jun-25,WCT,3,2267,1,118,111,15.1,436363,,,,4.15,1
Cow,295,2-Jul-25,WCT,2,,1,,109,15.1,432847,,,,7.2,1
Cow,295,2-Jul-25,WCT,2,,1,,114,15.1,443473,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,113,15.1,442902,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,108,15.1,687913,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,111,15.1,687679,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,116,15.1,688015,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,116,15.1,688255,,,,3.3,2
Jerry,250,9-Oct-25,WCT,1,,1,,117,15.1,688335,,,,2.25,2
CLT,251,30-Jun-25,WCT,2,1971,1,117,113,15.2,435115,,,,4.15,1
Cow,295,2-Jul-25,WCT,1,,1,,117,15.2,438320,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,114,15.2,436648,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,112,15.2,435014,,,,2.25,1
Buffalo,294,10-Oct-25,WCT,1,,1,,116,15.2,436004,,,,1.5,2
Jerry,250,4-Aug-25,WCT,3,,1,,114,15.3,435851,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,113,15.3,688251,,,,3.3,2
Pintler,205,2-Oct-25,WCT,3,,1,,117,15.3,688321,,,,5.9,2
CCT,261,9-Sep-25,WCT,2,,1,,118,15.3,433698,,,,1.8,2
Cow,295,2-Jul-25,WCT,3,,1,,114,15.4,441240,,,,7.2,1
Jerry,250,9-Oct-25,WCT,1,,1,,115,15.4,442790,1,,,2.25,2
CLT,251,25-Sep-25,WCT,2,,1,,116,15.4,687783,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,116,15.4,442902,1,,,2.25,2
Buffalo,294,10-Oct-25,WCT,1,,1,,117,15.4,688360,,,,1.5,2
Buffalo,294,15-Jul-25,WCT,2,2951,1,,113,15.5,434476,,,,1.5,1
CCT,261,9-Sep-25,WCT,1,,1,,113,15.5,687709,,,,1.8,2
Pintler,205,2-Oct-25,WCT,1,,1,,116,15.5,688245,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,3,,1,,119,15.5,688383,,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,115,109,15.6,444711,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,115,15.6,444708,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,114,15.6,687998,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,118,15.6,688382,,,,2.25,2
Cow,295,2-Jul-25,WCT,2,,1,,116,15.7,444267,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,112,15.7,442379,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,113,15.7,435550,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,116,15.7,437269,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,113,15.8,433183,,,,2.25,1
CCT,261,9-Sep-25,WCT,2,,1,,114,15.8,435288,,,,1.8,2
CLT,251,25-Sep-25,WCT,3,,1,,117,15.8,438490,,,,4.15,2
Cow,295,2-Jul-25,WCT,2,,1,,115,15.9,442715,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,116,15.9,438031,,,,2.25,1
Dry,210,4-Oct-25,WCT,1,,1,,115,15.9,688367,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,2,,1,,120,15.9,688332,,,,1.5,2
CCT,261,1-Jul-25,WCT,3,1352,1,,109,16,436912,,,,1.8,1
Cow,295,2-Jul-25,WCT,1,,1,,117,16,435019,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,116,16,441906,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,114,16,442790,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,119,16,688399,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,120,16,688327,,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,120,16,688505,,,,1.5,2
Buffalo,294,15-Jul-25,WCT,2,2951,1,,113,16.1,438499,,,,1.5,1
CCT,261,9-Sep-25,WCT,1,,1,,118,16.1,687636,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,119,16.1,688162,,,,7.2,2
Dry,210,4-Oct-25,WCT,2,,1,,120,16.1,687942,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,117,16.2,688094,,,,7.2,2
Pintler,205,2-Oct-25,WCT,2,,1,,119,16.2,688319,,,,5.9,2
Pintler,205,2-Oct-25,WCT,3,,1,,119,16.2,688279,,,,5.9,2
CLT,251,25-Sep-25,WCT,1,,1,,120,16.2,687903,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,120,16.2,687677,,,,1.8,2
Dry,210,4-Oct-25,WCT,1,,1,,120,16.2,688417,,,,3.3,2
CCT,261,1-Jul-25,WCT,1,1457,1,121,114,16.3,432833,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,119,16.3,687996,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,122,16.3,687931,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,115,16.4,442991,,,mort,7.2,1
CLT,251,25-Sep-25,WCT,2,,1,,119,16.4,687808,,,,4.15,2
Buffalo,294,10-Oct-25,WCT,2,,1,,120,16.4,688351,,,,1.5,2
Plimpton,236,8-Jul-25,WCT,2,2196,1,,117,16.5,442209,,,,3.3,1
Jerry,250,4-Aug-25,WCT,2,,1,,117,16.5,442190,,,,2.25,1
Pintler,205,7-Jul-25,WCT,1,1456,1,,107,16.6,441383,,,,5.9,1
Jerry,250,4-Aug-25,WCT,1,,1,,117,16.6,434143,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,116,16.6,688053,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,120,16.6,442918,1,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,72,16.7,687846,,,,4.15,2
Cow,295,2-Jul-25,WCT,2,,1,,120,16.7,438737,,,,7.2,1
CCT,261,9-Sep-25,WCT,1,,1,,116,16.7,687666,,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,119,16.7,688233,,1,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,121,16.7,687727,,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,116,16.8,442967,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,122,16.8,688155,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,123,16.8,687830,,,,4.15,2
Buffalo,294,15-Jul-25,WCT,1,,1,,118,16.9,444747,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,117,16.9,433366,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,118,16.9,433143,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,123,16.9,687967,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,118,17,444259,,,,7.2,1
Dry,210,9-Jul-25,WCT,1,,1,,116,17,441801,,,,3.3,1
Jerry,250,4-Aug-25,WCT,2,,1,,119,17,438550,,,,2.25,1
Buffalo,294,10-Oct-25,WCT,1,,1,,117,17,437098,1,,,1.5,2
CLT,251,25-Sep-25,WCT,2,,1,,119,17,687782,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,119,17,687930,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,119,17,434143,1,,,2.25,2
CLT,251,25-Sep-25,WCT,2,,1,,121,17,687726,,,,4.15,2
Pintler,205,2-Oct-25,WCT,1,,1,,123,17,688268,,8,,5.9,2
CLT,251,30-Jun-25,WCT,2,1971,1,128,120,17.1,441521,,,,4.15,1
Pintler,205,2-Oct-25,WCT,1,,1,,117,17.1,441383,1,,,5.9,2
CLT,251,25-Sep-25,WCT,2,,1,,120,17.1,687734,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,120,17.1,688085,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,121,17.1,,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,2,,1,,121,17.1,688374,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,122,17.1,,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,116,17.2,,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,3,2249,1,,119,17.2,433689,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,122,17.2,442733,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,119,17.2,687999,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,121,17.2,687926,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,116,17.3,441409,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,117,17.3,444570,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,119,17.3,688109,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,123,17.3,438258,1,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,125,117,17.4,442691,,,,4.15,1
Cow,295,2-Jul-25,WCT,3,,1,,117,17.4,443717,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,115,17.4,688108,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,119,17.4,435014,1,,,2.25,2
CCT,261,1-Jul-25,WCT,1,1457,1,123,115,17.6,441794,,,,1.8,1
Pintler,205,2-Oct-25,WCT,1,,1,,118,17.6,688237,,,,5.9,2
Cow,250,27-Sep-25,WCT,1,,1,,120,17.6,435083,1,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,121,17.6,688157,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,125,118,17.7,442202,,,,4.15,1
Plimpton,236,8-Jul-25,WCT,1,,1,,118,17.7,443562,,,,3.3,1
Buffalo,294,10-Oct-25,WCT,2,,1,,120,17.7,688349,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,124,17.7,688002,,,,7.2,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,109,17.8,444040,,,,5.9,1
Cow,250,27-Sep-25,WCT,1,,1,,124,17.8,687975,,,,7.2,2
CLT,251,30-Jun-25,WCT,2,1971,1,124,118,17.9,437568,,,,4.15,1
Cow,295,2-Jul-25,WCT,1,,1,,121,17.9,441061,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,120,17.9,688059,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,120,17.9,688020,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,119,18,443233,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,118,18,688123,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,121,18,687660,,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,122,18,687894,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,122,18,688202,,,,7.2,2
